segment_id,source_node,target_node,road_class,lanes,free_flow_speed_kmh,capacity_vph,length_km,grade_pct,signal_id,structural_bottleneck,importance,peak_capacity_factor
R0270,N082,N070,collector,1,60.0,900.0,0.864,2.38,SIG030,0,0.7159909958263546,1.0
R0271,N071,N072,collector,3,60.0,2700.0,1.402,2.08,SIG076,0,0.8239121519195265,1.0
R0272,N072,N071,collector,2,30.0,1800.0,1.092,2.07,,0,0.7397364692013859,1.0
R0273,N071,N083,collector,3,60.0,2700.0,1.116,1.48,SIG025,0,0.8098374419338759,1.0
R0274,N083,N071,collector,1,30.0,900.0,1.783,-2.03,,0,0.8239959437925035,1.0
R0275,N072,N084,collector,2,50.0,1800.0,1.488,2.9,SIG073,0,0.7660858624096828,1.0
R0276,N084,N072,collector,2,60.0,1800.0,1.428,2.57,SIG076,0,0.7070463702899428,1.0
R0277,N073,N074,arterial,2,30.0,2070.0,0.978,-0.21,SIG026,0,1.3564664158309374,1.0
R0278,N074,N073,arterial,1,30.0,1035.0,1.661,-2.66,SIG075,0,1.054332551883585,1.0
R0279,N073,N085,arterial,2,50.0,2070.0,1.7,3.95,SIG066,0,1.2114010580649424,1.0
R0280,N085,N073,arterial,1,40.0,1035.0,0.883,3.04,SIG075,0,1.304692384259924,1.0
R0281,N074,N075,arterial,3,40.0,3105.0,1.65,1.3,SIG027,0,1.3848902079591525,1.0
R0282,N075,N074,arterial,2,30.0,2070.0,1.109,3.31,SIG026,0,1.2680765125757756,1.0
R0283,N074,N086,arterial,1,50.0,1035.0,1.393,-1.14,SIG054,0,1.005663522924233,1.0
R0284,N086,N074,arterial,2,40.0,2070.0,1.197,2.42,SIG026,0,1.2007051603907848,1.0
R0285,N075,N076,arterial,2,50.0,2070.0,1.746,-2.42,,0,1.270297405556688,1.0
R0286,N076,N075,arterial,2,30.0,2070.0,1.787,-3.95,SIG027,0,1.3011314000867567,1.0
R0287,N075,N087,arterial,2,40.0,2070.0,1.32,0.78,SIG053,0,1.195156808419339,1.0
R0288,N087,N075,arterial,1,40.0,1035.0,1.109,0.2,SIG027,0,1.2238463138577143,1.0
R0289,N076,N077,arterial,2,30.0,2070.0,1.447,-2.62,SIG056,0,1.0803537357860695,1.0
R0290,N077,N076,arterial,2,60.0,2070.0,1.259,-3.84,,0,1.2378385550732913,1.0
R0291,N076,N088,arterial,3,50.0,3105.0,1.579,2.73,,0,1.2664407914161744,1.0
R0292,N088,N076,arterial,2,40.0,2070.0,1.331,-2.63,,0,1.0018628298539423,1.0
R0293,N077,N078,arterial,2,50.0,2070.0,0.838,-1.61,SIG058,0,1.4309184497227003,1.0
R0294,N078,N077,arterial,3,60.0,3105.0,1.703,-0.29,SIG056,1,1.2123980474433158,0.72
R0295,N077,N089,arterial,1,50.0,1035.0,1.334,-1.95,,0,1.0261969146359393,1.0
R0296,N089,N077,arterial,3,60.0,3105.0,1.006,-3.72,SIG056,0,1.293831080262113,1.0
R0297,N078,N079,arterial,2,50.0,2070.0,1.473,-0.24,SIG057,1,1.1481384012239833,0.72
R0298,N079,N078,arterial,2,60.0,2070.0,0.877,-1.92,SIG058,0,1.0017832425915005,1.0
R0299,N078,N090,arterial,1,60.0,1035.0,1.214,-2.65,SIG052,0,1.2432881217758582,1.0
R0300,N090,N078,arterial,2,30.0,2070.0,1.36,1.2,SIG058,0,1.1028706315851902,1.0
R0301,N079,N080,arterial,2,50.0,2070.0,0.894,1.7,SIG059,0,1.2336297592150023,1.0
R0302,N080,N079,arterial,2,40.0,2070.0,1.693,2.61,SIG057,0,1.345949869146782,1.0
R0303,N079,N091,arterial,2,30.0,2070.0,1.446,1.62,SIG051,0,1.2419670245533598,1.0
R0304,N091,N079,arterial,2,40.0,2070.0,1.766,-2.88,SIG057,0,1.3043833410945336,1.0
R0305,N080,N081,arterial,2,40.0,2070.0,0.814,2.95,SIG060,0,1.1783166037389874,1.0
R0306,N081,N080,arterial,2,60.0,2070.0,1.271,-0.96,SIG059,0,1.081994003867349,1.0
R0307,N080,N092,arterial,2,50.0,2070.0,0.868,3.54,SIG050,0,1.0034947546672794,1.0
R0308,N092,N080,arterial,2,60.0,2070.0,1.148,2.44,SIG059,0,1.0394211961340518,1.0
R0309,N081,N082,arterial,3,50.0,3105.0,0.983,-0.83,,0,0.953961912102373,1.0
R0310,N082,N081,arterial,1,60.0,1035.0,1.188,1.48,SIG060,0,1.0235705111648374,1.0
R0311,N081,N093,arterial,2,40.0,2070.0,1.322,2.52,SIG049,0,1.2250838138030622,1.0
R0312,N093,N081,arterial,1,30.0,1035.0,1.78,0.41,SIG060,0,1.4150195661318854,1.0
R0313,N082,N083,arterial,1,50.0,1035.0,1.582,-2.8,SIG025,0,0.9404675173740517,1.0
R0314,N083,N082,arterial,3,50.0,3105.0,1.366,0.57,,0,0.9552316244274205,1.0
R0315,N082,N094,arterial,1,40.0,1035.0,0.821,3.29,SIG055,0,1.2009814030011738,1.0
R0316,N094,N082,arterial,1,50.0,1035.0,0.938,-3.73,,0,0.9624140484973058,1.0
R0317,N083,N084,arterial,3,30.0,3105.0,1.149,-2.66,SIG073,0,1.3877623441788067,1.0
R0318,N084,N083,arterial,2,50.0,2070.0,1.685,1.06,SIG025,0,1.1784516668963136,1.0
R0319,N083,N095,arterial,3,40.0,3105.0,1.462,-1.46,,0,0.9919328307614529,1.0
R0320,N095,N083,arterial,2,50.0,2070.0,1.285,-1.24,SIG025,0,1.0861942017765984,1.0
R0321,N084,N096,arterial,1,30.0,1035.0,1.617,2.01,SIG067,0,1.1866542554798407,1.0
R0322,N096,N084,arterial,3,40.0,3105.0,1.364,-1.51,SIG073,0,1.1431751923728932,1.0
R0323,N085,N086,collector,2,40.0,1800.0,1.172,-0.79,SIG054,0,0.8550493206947167,1.0
R0324,N086,N085,collector,2,60.0,1800.0,0.984,0.68,SIG066,0,0.595193332210792,1.0
R0325,N085,N097,collector,2,50.0,1800.0,0.999,-0.81,SIG079,0,0.7005148485419297,1.0
R0326,N097,N085,collector,1,50.0,900.0,1.221,1.3,SIG066,0,0.7859955786483195,1.0
R0327,N086,N087,collector,2,30.0,1800.0,1.193,0.65,SIG053,0,0.81076249612002,1.0
R0328,N087,N086,collector,2,30.0,1800.0,1.0,-0.67,SIG054,0,0.6146436014078633,1.0
R0329,N086,N098,collector,2,40.0,1800.0,1.553,2.73,SIG045,0,0.6795835111945132,1.0
R0330,N098,N086,collector,2,50.0,1800.0,0.758,0.43,SIG054,0,0.7309429488890895,1.0
R0331,N087,N088,arterial,1,50.0,1035.0,1.55,-2.02,,0,1.1437864936610238,1.0
R0332,N088,N087,arterial,2,50.0,2070.0,1.591,3.22,SIG053,0,0.9445500340248414,1.0
R0333,N087,N099,arterial,2,30.0,2070.0,0.785,-2.89,SIG040,0,1.06675205307606,1.0
R0334,N099,N087,arterial,2,30.0,2070.0,1.232,-1.22,SIG053,0,0.9833102967184287,1.0
R0335,N088,N089,collector,2,60.0,1800.0,1.009,1.27,,0,0.8162678063949385,1.0
R0336,N089,N088,collector,2,60.0,1800.0,1.059,0.6,,0,0.8198399598739936,1.0
R0337,N088,N100,collector,2,30.0,1800.0,1.203,3.88,SIG041,0,0.7589241856392122,1.0
R0338,N100,N088,collector,2,40.0,1800.0,1.105,-3.66,,0,0.783982384566233,1.0
R0339,N089,N090,collector,2,50.0,1800.0,1.05,3.53,SIG052,0,0.7746484322266688,1.0
R0340,N090,N089,collector,1,40.0,900.0,1.415,-2.28,,0,0.6046504895807838,1.0
R0341,N089,N101,collector,1,40.0,900.0,1.352,3.55,SIG042,0,0.772381342925692,1.0
R0342,N101,N089,collector,3,60.0,2700.0,1.593,3.53,,0,0.8117428289692473,1.0
R0343,N090,N091,arterial,1,30.0,1035.0,0.795,0.51,SIG051,0,1.2227526012602266,1.0
R0344,N091,N090,arterial,1,50.0,1035.0,1.121,0.17,SIG052,0,1.4235102920010427,1.0
R0345,N090,N102,arterial,2,40.0,2070.0,1.041,-2.21,SIG044,0,1.4102044091062382,1.0
R0346,N102,N090,arterial,3,30.0,3105.0,1.676,-1.32,SIG052,0,1.2420500618437966,1.0
R0347,N091,N092,collector,3,60.0,2700.0,1.757,2.41,SIG050,0,0.8302670999770971,1.0
R0348,N092,N091,collector,2,40.0,1800.0,0.938,-0.65,SIG051,0,0.8001081480265816,1.0
R0349,N091,N103,collector,2,60.0,1800.0,0.999,-3.22,SIG046,0,0.7245655692513123,1.0
R0350,N103,N091,collector,2,60.0,1800.0,0.872,-0.7,SIG051,0,0.6998650033576257,1.0
R0351,N092,N093,collector,1,60.0,900.0,1.609,0.78,SIG049,0,0.5964405972146978,1.0
R0352,N093,N092,collector,1,50.0,900.0,1.455,-0.55,SIG050,0,0.6370443739614107,1.0
R0353,N092,N104,collector,1,50.0,900.0,1.032,1.99,SIG043,0,0.838302785726931,1.0
R0354,N104,N092,collector,3,50.0,2700.0,0.782,-2.04,SIG050,0,0.775404972183196,1.0
R0355,N093,N094,arterial,3,60.0,3105.0,1.561,-2.9,SIG055,0,1.1638278821719459,1.0
R0356,N094,N093,arterial,3,50.0,3105.0,0.947,2.55,SIG049,0,1.1077585861770565,1.0
R0357,N093,N105,arterial,1,50.0,1035.0,1.457,-1.42,SIG047,0,1.0973507096353114,1.0
R0358,N105,N093,arterial,2,30.0,2070.0,1.101,-2.76,SIG049,0,0.9941378623564195,1.0
R0359,N094,N095,collector,2,50.0,1800.0,1.409,2.86,,0,0.6706591697264829,1.0
R0360,N095,N094,collector,3,30.0,2700.0,0.908,2.92,SIG055,0,0.61769822620793,1.0
R0361,N094,N106,collector,1,30.0,900.0,1.444,2.75,SIG048,0,0.648302518221213,1.0
R0362,N106,N094,collector,3,50.0,2700.0,1.567,3.97,SIG055,0,0.7143609409816402,1.0
R0363,N095,N096,collector,1,30.0,900.0,1.791,-3.01,SIG067,0,0.7271862793758541,1.0
R0364,N096,N095,collector,2,40.0,1800.0,0.931,0.98,,0,0.756723351689032,1.0
R0365,N095,N107,collector,1,40.0,900.0,1.529,-0.03,SIG039,0,0.6288728940728154,1.0
R0366,N107,N095,collector,2,60.0,1800.0,1.687,2.88,,0,0.6236694496920319,1.0
R0367,N096,N108,collector,1,30.0,900.0,1.34,1.98,SIG080,0,0.7360539858153032,1.0
R0368,N108,N096,collector,2,60.0,1800.0,1.782,0.97,SIG067,0,0.8287517578003113,1.0
R0369,N097,N098,collector,2,30.0,1800.0,1.652,2.37,SIG045,0,0.8100820320469491,1.0
R0370,N098,N097,collector,1,60.0,900.0,1.522,-1.6,SIG079,0,0.607139802480821,1.0
R0371,N097,N109,collector,2,50.0,1800.0,1.102,-2.85,,0,0.5695692085615455,1.0
R0372,N109,N097,collector,3,40.0,2700.0,1.045,-2.11,SIG079,0,0.8618186849151748,1.0
R0373,N098,N099,collector,1,30.0,900.0,1.362,-2.86,SIG040,0,0.8332243211851956,1.0
R0374,N099,N098,collector,2,60.0,1800.0,0.947,0.37,SIG045,0,0.6734837377829428,1.0
R0375,N098,N110,collector,3,40.0,2700.0,0.836,-0.48,SIG081,0,0.6298752935027483,1.0
R0376,N110,N098,collector,2,50.0,1800.0,1.071,-2.85,SIG045,0,0.572588845561726,1.0
R0377,N099,N100,arterial,3,40.0,3105.0,0.88,-0.35,SIG041,0,1.3391734561476007,1.0
R0378,N100,N099,arterial,2,60.0,2070.0,0.818,0.24,SIG040,0,0.979865325229853,1.0
R0379,N099,N111,arterial,3,60.0,3105.0,0.885,2.97,SIG082,0,1.4126404372209307,1.0
R0380,N111,N099,arterial,2,50.0,2070.0,0.873,-0.96,SIG040,0,1.0002200386647078,1.0
R0381,N100,N101,collector,2,60.0,1800.0,1.666,-2.76,SIG042,0,0.83156238460277,1.0
R0382,N101,N100,collector,2,40.0,1800.0,1.659,-3.26,SIG041,0,0.7692797792549678,1.0
R0383,N100,N112,collector,2,60.0,1800.0,0.914,-3.26,,0,0.7070374038093928,1.0
R0384,N112,N100,collector,2,40.0,1800.0,1.276,-2.96,SIG041,0,0.7128320629723182,1.0
R0385,N101,N102,collector,2,40.0,1800.0,0.8,-3.87,SIG044,0,0.706788373621936,1.0
R0386,N102,N101,collector,2,60.0,1800.0,1.648,-3.85,SIG042,0,0.6510406382406335,1.0
R0387,N101,N113,collector,2,30.0,1800.0,1.195,-2.41,SIG083,0,0.6676176541390773,1.0
R0388,N113,N101,collector,2,50.0,1800.0,0.781,-3.28,SIG042,0,0.831084614742641,1.0
R0389,N102,N103,arterial,3,30.0,3105.0,0.945,-1.77,SIG046,0,1.154635529767551,1.0
R0390,N103,N102,arterial,3,60.0,3105.0,0.994,-3.41,SIG044,0,1.1611591246184052,1.0
R0391,N102,N114,arterial,2,50.0,2070.0,1.301,-2.64,SIG078,0,1.39175686481485,1.0
R0392,N114,N102,arterial,2,30.0,2070.0,0.815,-1.98,SIG044,0,1.217781806581852,1.0
R0393,N103,N104,collector,2,30.0,1800.0,1.581,-1.46,SIG043,0,0.5961187602724801,1.0
R0394,N104,N103,collector,2,60.0,1800.0,0.809,-2.87,SIG046,0,0.832617409414761,1.0
R0395,N103,N115,collector,3,30.0,2700.0,0.854,-0.19,SIG086,0,0.6357363378793167,1.0
R0396,N115,N103,collector,3,40.0,2700.0,0.935,-0.28,SIG046,0,0.6274378400876313,1.0
R0397,N104,N105,collector,3,40.0,2700.0,1.004,3.26,SIG047,0,0.595573197537856,1.0
R0398,N105,N104,collector,2,30.0,1800.0,1.373,-3.82,SIG043,0,0.8324455004431491,1.0
R0399,N104,N116,collector,3,60.0,2700.0,1.516,3.93,SIG087,0,0.7982557793083644,1.0
R0400,N116,N104,collector,2,50.0,1800.0,0.857,0.11,SIG043,0,0.7382128714433314,1.0
R0401,N105,N106,arterial,3,50.0,3105.0,1.153,-3.8,SIG048,0,1.129948701985526,1.0
R0402,N106,N105,arterial,1,30.0,1035.0,1.427,1.17,SIG047,0,1.3812406965670996,1.0
R0403,N105,N117,arterial,2,30.0,2070.0,1.21,2.88,SIG077,0,1.2883238940427975,1.0
R0404,N117,N105,arterial,2,30.0,2070.0,1.195,-3.84,SIG047,0,1.1466984824679725,1.0
R0405,N106,N107,collector,2,30.0,1800.0,1.201,-2.59,SIG039,0,0.7382466918659445,1.0
R0406,N107,N106,collector,2,60.0,1800.0,1.578,0.62,SIG048,0,0.5692463364488993,1.0
R0407,N106,N118,collector,1,30.0,900.0,1.484,0.1,SIG085,0,0.8273048134941154,1.0
R0408,N118,N106,collector,3,50.0,2700.0,1.773,1.84,SIG048,0,0.6249365673742207,1.0
R0409,N107,N108,collector,2,40.0,1800.0,1.138,-1.71,SIG080,0,0.5882917501831074,1.0
R0410,N108,N107,collector,2,30.0,1800.0,1.765,3.25,SIG039,0,0.6094291180422768,1.0
R0411,N107,N119,collector,3,60.0,2700.0,1.291,-1.97,SIG084,0,0.7711719503887663,1.0
R0412,N119,N107,collector,1,40.0,900.0,1.042,-0.26,SIG039,0,0.7888949120207928,1.0
R0413,N108,N120,collector,1,30.0,900.0,1.07,0.8,SIG089,0,0.8278398616748452,1.0
R0414,N120,N108,collector,3,40.0,2700.0,1.46,3.16,SIG080,0,0.7935336876710504,1.0
R0415,N109,N110,collector,3,30.0,2700.0,1.517,-3.1,SIG081,0,0.8117714212315259,1.0
R0416,N110,N109,collector,2,40.0,1800.0,1.01,-2.76,,0,0.5705050340033828,1.0
R0417,N110,N111,collector,2,30.0,1800.0,0.869,-3.15,SIG082,0,0.7608504130409492,1.0
R0418,N111,N110,collector,3,40.0,2700.0,1.737,3.99,SIG081,0,0.6465084055059319,1.0
R0419,N111,N112,arterial,1,50.0,1035.0,1.771,-1.9,,0,1.191450660768099,1.0
R0420,N112,N111,arterial,2,50.0,2070.0,1.494,-1.31,SIG082,0,1.2952214019442945,1.0
R0421,N112,N113,collector,1,30.0,900.0,0.838,-2.43,SIG083,0,0.5861904177302765,1.0
R0422,N113,N112,collector,3,60.0,2700.0,1.173,-1.92,,0,0.6692942395338175,1.0
R0423,N113,N114,collector,1,50.0,900.0,1.706,1.53,SIG078,0,0.8201251637812643,1.0
R0424,N114,N113,collector,3,50.0,2700.0,1.171,3.57,SIG083,0,0.7291803414537809,1.0
R0425,N114,N115,arterial,2,40.0,2070.0,0.766,-1.02,SIG086,0,1.1023542793169259,1.0
R0426,N115,N114,arterial,3,40.0,3105.0,1.281,3.52,SIG078,0,1.2567137155706232,1.0
R0427,N115,N116,collector,3,30.0,2700.0,1.414,-2.43,SIG087,0,0.5717989990489436,1.0
R0428,N116,N115,collector,3,40.0,2700.0,1.692,2.28,SIG086,0,0.7495023154083293,1.0
R0429,N116,N117,collector,2,50.0,1800.0,0.884,-3.49,SIG077,0,0.811649198120589,1.0
R0430,N117,N116,collector,2,40.0,1800.0,1.629,3.78,SIG087,0,0.7203990322686009,1.0
R0431,N117,N118,arterial,2,30.0,2070.0,0.968,-2.5,SIG085,0,1.0220433323770004,1.0
R0432,N118,N117,arterial,2,40.0,2070.0,0.794,0.08,SIG077,0,1.0643335653297845,1.0
R0433,N118,N119,collector,2,30.0,1800.0,1.298,3.37,SIG084,0,0.7896799463661233,1.0
R0434,N119,N118,collector,3,60.0,2700.0,1.708,-0.4,SIG085,0,0.750411795778777,1.0
R0435,N119,N120,collector,2,50.0,1800.0,1.018,0.51,SIG089,0,0.6075352181956777,1.0
R0436,N120,N119,collector,3,30.0,2700.0,1.088,-0.13,SIG084,0,0.6227857333487494,1.0
